Signal_Strength,Distance,Channel_Frequency,Jamming_Likelihood
-40.62193680565478,138.4603161003117,5GHz,0
-42.4406571359918,114.29687777035775,2.4GHz,0
-83.85421659357598,49.45311370984081,5GHz,0
-52.826016248156094,285.28094780444764,5GHz,1
-44.652822379015014,16.666153770827453,2.4GHz,0
-42.97130612686095,211.83016582886893,5GHz,0
-78.98928070876482,45.95816815948419,2.4GHz,0
-25.772860774771317,208.56063363537365,5GHz,0
-97.48009051789303,29.56677274014854,5GHz,0
-64.51681444568374,419.25645769829674,2.4GHz,1
-21.978735146436648,112.77210702989728,5GHz,0
-43.610707894459765,170.87126807537686,2.4GHz,0
-73.88375674891398,436.32351833713204,5GHz,1
-30.504688065695234,375.67037005278047,2.4GHz,0
-43.26090558439266,117.32879720460865,5GHz,0
-20.375639054361287,45.23071514217307,5GHz,0
-26.497481381017664,360.68015065911635,2.4GHz,0
-38.98920779637653,201.44424983717357,5GHz,0
-51.1822324689186,385.3791995679284,2.4GHz,1
-86.68178743324766,228.19443846385312,2.4GHz,1
-73.86669821146162,179.54118235641545,5GHz,0
-58.09005270829147,231.0906500240743,2.4GHz,1
-40.07007129936113,376.7939029786316,2.4GHz,0
-48.62921447846952,452.0879404047833,2.4GHz,0
-71.18154740404705,34.38592632840201,2.4GHz,0
-99.35356422102895,266.81465520120804,2.4GHz,1
-50.376077809918606,26.08936025110002,2.4GHz,0
-71.43740114377569,239.52067706193577,5GHz,1
-26.539169928946492,443.7885862574812,2.4GHz,0
-97.60537347295165,187.17923054595173,2.4GHz,0
-41.517218869420915,466.9007063295152,5GHz,0
-5.852576249393465,318.9981511087986,2.4GHz,0
-82.55907328885004,467.7361184585731,2.4GHz,1
-52.83505092494046,381.01164645213464,2.4GHz,1
-90.85780081828618,60.68323165789352,5GHz,0
-37.43180877386474,123.26417010571177,5GHz,0
-44.94683194037744,203.14352274591803,2.4GHz,0
-59.263447578716764,93.35237218591725,2.4GHz,0
-47.86229785262588,252.50668634056365,5GHz,0
-10.342534153098981,240.9703962937304,2.4GHz,0
-80.37056976889329,478.5670070334168,5GHz,1
-97.74354882946528,222.52666261902908,2.4GHz,1
-13.833511530089908,394.9571341011189,2.4GHz,0
-42.28829176120935,471.53616697722515,5GHz,0
-10.934154453815765,439.72452717725287,2.4GHz,0
-40.30547765868274,112.24713601068,5GHz,0
-18.983891004029758,253.0546481842367,5GHz,0
-57.032663664485206,180.3924933250036,2.4GHz,0
-25.014006871173123,205.9307606172356,2.4GHz,0
-8.695853311014403,186.7953448604181,5GHz,0
-42.78770362777937,414.91601298575205,5GHz,0
-81.92148494376204,231.54813700999927,2.4GHz,1
-73.12023849698018,266.6102227998972,2.4GHz,1
-80.13554231025942,491.3992049530666,2.4GHz,1
-75.31429724042671,39.38984337384306,2.4GHz,0
-69.35845506489636,249.09924349746692,5GHz,1
-44.48662132468115,389.2902364035969,5GHz,0
-41.20083705361672,84.069359512231,2.4GHz,0
-57.350025275813884,309.6504813612392,5GHz,1
-38.45792201791646,127.33774197188872,2.4GHz,0
-91.84250743886341,435.0280154800381,5GHz,1
-91.221176294184,170.27883604603886,5GHz,0
-82.81705396423416,171.24078028144567,2.4GHz,0
-48.19225019596553,303.11500047376785,2.4GHz,0
-78.60053213016865,99.94582497875527,2.4GHz,0
-71.67155965074227,149.59543306249992,2.4GHz,0
-59.96871638270059,214.14960655851164,5GHz,1
-18.813387598962024,183.28255293865408,5GHz,0
-98.61378640871399,267.1898368227354,2.4GHz,1
-35.06211797633776,303.82367059379345,5GHz,0
-33.112346895931466,287.6670523375806,5GHz,0
-20.13442196433634,330.5424728760468,2.4GHz,0
-6.724706093968678,160.79726313783192,2.4GHz,0
-97.98621510507101,71.94885130596374,2.4GHz,0
-84.62162944867838,382.7956953012278,5GHz,1
-11.3828705944007,426.88238748903416,2.4GHz,0
-54.148143781298465,135.9330537889918,2.4GHz,0
-43.540936106653646,209.47505851742966,5GHz,0
-33.69727962768526,254.2989163121421,5GHz,0
-32.093339550436255,271.33015294893886,5GHz,0
-6.825959668349185,333.1501838329494,5GHz,0
-0.3050582588330286,30.38558434410746,2.4GHz,0
-27.984253906905977,363.5237705396683,5GHz,0
-71.27787907948492,40.36579341991103,2.4GHz,0
-12.024759770565637,239.46139815970525,2.4GHz,0
-95.07790854592383,415.55885642890513,5GHz,1
-76.89191471255037,231.09550350641416,2.4GHz,1
-10.261428253628509,83.0539768964414,2.4GHz,0
-74.3808485560645,492.66658405292026,5GHz,1
-77.93489403782516,445.749876416389,5GHz,1
-86.18747068597527,387.94368028025684,5GHz,1
-14.088824235308351,211.6406854206131,2.4GHz,0
-49.99417408089133,100.08440617575592,2.4GHz,0
-32.510679694584525,471.2914788950656,5GHz,0
-76.09336159249703,270.8520519933981,5GHz,1
-24.195957898878348,427.6541755898677,5GHz,0
-23.999445503790156,177.6265528221186,5GHz,0
-68.74019750916999,174.2912753689406,5GHz,0
-58.93173669897172,492.91483553027916,5GHz,1
-79.03097225697991,265.6981937624764,5GHz,1
-2.3438976677095695,78.94075769176568,2.4GHz,0
-35.43974229415883,117.64059221740663,5GHz,0
-6.5456119284484515,246.15269690243318,5GHz,0
-69.66144563708669,30.810746139321555,5GHz,0
-21.810908700311032,236.64165283536724,5GHz,0
-23.414135611525793,215.28101261926253,2.4GHz,0
-30.83443481334585,391.8747700065486,5GHz,0
-3.4361024733199628,183.92156259972847,2.4GHz,0
-60.644466389368446,491.44889315440366,2.4GHz,1
-86.92826764102426,98.57726045744253,2.4GHz,0
-32.82911407559392,299.5834756343861,5GHz,0
-27.069019952279376,53.952655534044766,5GHz,0
-42.493942654118534,369.5933521570512,2.4GHz,0
-79.31821068666036,497.429307150366,2.4GHz,1
-49.554405833064465,411.3779324982998,5GHz,0
-68.78102634308706,282.29473495294764,2.4GHz,1
-57.253347183331094,247.5232651258491,2.4GHz,1
-35.47814241553361,419.164681020755,5GHz,0
-25.478525730916544,468.6273015082549,5GHz,0
-76.77753090986569,494.71119764106555,2.4GHz,1
-59.467463935304664,204.30422150659723,2.4GHz,1
-73.08384290083708,495.54956264931104,5GHz,1
-80.1368386138131,86.40386356517743,5GHz,0
-21.66127800041616,134.2393902066355,5GHz,0
-9.074730556300764,53.61790111960914,2.4GHz,0
-62.97678143154233,143.151873077396,5GHz,0
-24.872107562623313,386.28940029282546,2.4GHz,0
-10.300471063558888,427.93293550744033,2.4GHz,0
-15.387578946976845,391.65739610026014,5GHz,0
-81.71866114607741,319.22223130217117,5GHz,1
-4.3708118486638625,261.84359113609634,5GHz,0
-62.33235595705375,357.26510171468675,5GHz,1
-66.07593388261637,201.5084391409387,2.4GHz,1
-93.75686727222197,422.2410922348539,2.4GHz,1
-51.3826345895117,341.82314604862484,2.4GHz,1
-89.09863843590713,351.9243022622602,2.4GHz,1
-75.1460179072574,272.60863663324494,5GHz,1
-68.30573782327187,443.76220226347453,2.4GHz,1
-19.117367650831596,133.4872195027357,5GHz,0
-12.451134960410343,196.76235014691486,5GHz,0
-69.75336825385304,391.04485914206765,2.4GHz,1
-14.130187875542617,251.44695910337546,2.4GHz,0
-14.27690626302089,445.7148665778535,2.4GHz,0
-23.53490496151265,179.73566668379763,2.4GHz,0
-85.33048859848185,190.97178272162594,2.4GHz,0
-30.9677153099271,445.48053679944644,5GHz,0
-5.497593541943118,237.5414568892001,5GHz,0
-31.745952123284297,262.9010462592185,2.4GHz,0
-66.83831508921661,173.0542205144829,2.4GHz,0
-49.94206825691687,145.56827166775014,2.4GHz,0
-35.427495664894636,331.4148683108121,2.4GHz,0
-48.94295912714964,68.7219241551899,2.4GHz,0
-88.00470582690302,440.84359417962554,2.4GHz,1
-68.79359553479793,391.80953701490284,5GHz,1
-19.760396944636753,103.46664921584336,5GHz,0
-13.858195390448259,350.06977345403703,2.4GHz,0
-86.26999672844298,305.2901314299611,2.4GHz,1
-4.761324760127536,100.42217486095562,5GHz,0
-67.11773821513907,143.8697179646139,2.4GHz,0
-33.768626126928,210.40338682957884,2.4GHz,0
-24.81748540433189,352.6289402702822,2.4GHz,0
-18.805376536211654,322.9744703203329,5GHz,0
-5.425029777406991,270.795075361582,2.4GHz,0
-68.70804519711774,386.5211661258768,5GHz,1
-14.149354544844556,381.3894924070213,2.4GHz,0
-86.83130965637929,312.7509854905054,2.4GHz,1
-29.495909364640724,395.62514085856435,5GHz,0
-25.80222704860141,173.7890536418125,2.4GHz,0
-32.22767587986796,441.81226887807674,5GHz,0
-74.7685263864847,311.30594204295096,5GHz,1
-12.69568529847966,412.95812176809096,2.4GHz,0
-83.1141536629605,277.67676134723916,5GHz,1
-94.63652084791691,117.03474004445337,5GHz,0
-28.253500938808784,275.78096305237125,2.4GHz,0
-52.45242847672663,191.84471525052817,2.4GHz,0
-15.09019800413239,351.7745276581763,2.4GHz,0
-61.6602858941741,243.13895795002054,5GHz,1
-83.17214114922872,419.695274414567,2.4GHz,1
-16.355780753013022,342.25553103773916,2.4GHz,0
-45.10903683599283,345.42677218534874,2.4GHz,0
-81.08042076096451,116.40611341062184,2.4GHz,0
-27.96160014135542,492.2823855807323,5GHz,0
-48.888636151049944,422.42085254302947,2.4GHz,0
-39.568701775968016,396.61239343474034,2.4GHz,0
-53.910166179341815,171.80546032841343,2.4GHz,0
-17.129101618199357,272.45950989514364,2.4GHz,0
-17.043728431695016,77.18056215642103,2.4GHz,0
-29.06111781756138,273.85322856472595,5GHz,0
-89.45986226035377,81.48573077681077,2.4GHz,0
-16.11461380959311,280.9885435549046,2.4GHz,0
-32.898701946709025,327.87372127590373,5GHz,0
-30.297583399570044,201.19602395245215,2.4GHz,0
-63.701715959612834,254.2869903823337,5GHz,1
-12.072044384299332,439.0701599605471,5GHz,0
-27.462839976514246,63.19594090437659,5GHz,0
-88.74095334708055,397.9491175698299,5GHz,1
-59.22219655938373,93.66972998813624,2.4GHz,0
-11.36196380398583,27.98691157426791,2.4GHz,0
-95.2803298302621,100.9315553450734,5GHz,0
-3.858338035795043,384.87116308553993,5GHz,0
-32.083743168043725,208.5117759350614,5GHz,0
-36.86240223566234,437.53505325462913,5GHz,0
-72.94407435120087,267.10669517931024,5GHz,1
-75.12082112608229,20.90267244390217,2.4GHz,0
-5.794178051140449,361.1896687049441,5GHz,0
-70.17275457658772,64.01412527340403,2.4GHz,0
-22.449470328100062,396.79602039634295,5GHz,0
-60.68782017929208,92.37024940453821,5GHz,0
-86.0745929215296,179.2687290447016,2.4GHz,0
-98.9284702304641,383.0230005164266,5GHz,1
-45.57426629847492,477.5733651634466,2.4GHz,0
-2.4221181451067366,192.00263581689885,2.4GHz,0
-63.08638061907955,416.40610789747853,5GHz,1
-64.28076660069551,103.48821008316096,5GHz,0
-65.59083821505578,405.51808739922063,2.4GHz,1
-47.945616269514154,332.17208903556303,2.4GHz,0
-55.93351165757065,104.44431853406053,5GHz,0
-12.008537327298555,158.22694057219167,2.4GHz,0
-49.44792082765097,74.56773541254765,5GHz,0
-49.22421618114312,197.65383542151352,5GHz,0
-86.16284052794434,109.78783415040593,5GHz,0
-1.7260459089614102,325.558997278932,2.4GHz,0
-75.00271091311703,497.30750106807375,5GHz,1
-92.66359325403974,15.884489911289428,2.4GHz,0
-33.685375102479114,275.05070851077636,2.4GHz,0
-40.46336298431273,291.09663279901474,5GHz,0
-58.485434600725426,457.9623069435978,2.4GHz,1
-57.7807766119322,257.9426140357994,2.4GHz,1
-21.493607895356888,276.41369562600954,2.4GHz,0
-80.4287359900351,241.1098726509104,2.4GHz,1
-17.97466810551103,141.76310923512588,2.4GHz,0
-35.12528861049819,37.454275291967704,5GHz,0
-58.10302262204756,210.2422642828197,5GHz,1
-54.19713834161314,35.769820907932484,2.4GHz,0
-74.33527928139043,279.74131003829973,5GHz,1
-24.78856673030252,160.57388518872364,5GHz,0
-48.712525769473224,271.4651767474596,5GHz,0
-67.91454572501564,75.80551255364148,2.4GHz,0
-40.39498842390498,466.9886832122862,2.4GHz,0
-0.4265547948676982,448.3154093394681,5GHz,0
-56.47377203434461,103.09828950911941,5GHz,0
-7.9308599221380405,178.28769881406484,5GHz,0
-65.4983160075434,310.61145820747,2.4GHz,1
-94.52672930750141,56.88624157989407,2.4GHz,0
-79.57578936315711,183.7382323469139,5GHz,0
-58.13048566723158,133.045020541313,2.4GHz,0
-78.0365071405431,458.60319707118134,2.4GHz,1
-99.97729617817444,427.7302117817105,2.4GHz,1
-8.499846225247282,294.11804322076324,5GHz,0
-15.6120588769071,264.96970506707135,2.4GHz,0
-25.770776851305286,466.0556393272446,2.4GHz,0
-83.21854043539713,466.8896136596195,5GHz,1
-87.9636423790014,484.9717614223136,5GHz,1
-93.23952505276168,71.43565321301195,5GHz,0
-27.597081122707877,88.6733272739534,2.4GHz,0
-7.119203931211473,341.60098235314445,2.4GHz,0
-56.946417908696304,275.302893538824,2.4GHz,1
-88.08593280039518,19.048293397685622,2.4GHz,0
-48.76071792678934,40.36776763486449,2.4GHz,0
-65.116809254137,445.1593873068145,2.4GHz,1
-62.51750756500023,435.74668981429926,5GHz,1
-37.86693758442927,185.06275177806214,2.4GHz,0
-28.12818867377976,446.61480229596197,2.4GHz,0
-88.93964011268392,300.90078645497186,5GHz,1
-96.44097691935237,404.89376703926195,5GHz,1
-0.5669697314285145,219.441224868505,2.4GHz,0
-76.72716510844481,65.56518039900527,2.4GHz,0
-94.61694750915409,222.52626069654795,5GHz,1
-81.012467090408,234.07690101848,2.4GHz,1
-96.10421536515358,279.96265498189547,5GHz,1
-60.818910538282836,61.73552932316972,5GHz,0
-19.75982155486757,495.7869128943096,2.4GHz,0
-65.87555502422794,129.6270421953841,5GHz,0
-55.581659312163346,107.29067773317553,2.4GHz,0
-32.441322643256115,268.13343023940894,5GHz,0
-49.110592993011984,273.2320079034954,5GHz,0
-13.855431397867576,225.5121615382897,5GHz,0
-13.39643249542435,388.2271516993747,2.4GHz,0
-99.00893045088463,263.16065635701534,2.4GHz,1
-22.195369351680085,308.7507730210422,2.4GHz,0
-53.926639975832614,364.63572884981494,2.4GHz,1
-1.1159458696336912,22.26229976629464,2.4GHz,0
-51.676792412456486,289.615649447072,2.4GHz,1
-1.310405461170248,443.25529090190093,5GHz,0
-24.54306387942634,18.520484033462616,5GHz,0
-75.13951153866937,208.53923086247093,2.4GHz,1
-46.16050207130423,463.8514506008567,2.4GHz,0
-0.786436052141724,183.04565711844353,2.4GHz,0
-14.246939224807633,234.77712385811802,5GHz,0
-90.26331062087789,490.9552825917132,2.4GHz,1
-29.3628003190004,107.66869088578116,2.4GHz,0
-65.4420414129187,41.97504267125291,2.4GHz,0
-99.30177381196519,431.1170695220391,5GHz,1
-59.65190309730004,435.54801719406055,5GHz,1
-76.52455782750287,241.31813899320647,5GHz,1
-18.113072947952844,261.96151549387025,5GHz,0
-66.26693911542345,419.54512111273965,2.4GHz,1
-17.247630604618294,371.8941540767396,2.4GHz,0
-99.94020611652047,139.9230110863352,2.4GHz,0
-69.21808499738809,18.277743985044044,5GHz,0
-75.8834785692238,245.05307964143742,2.4GHz,1
-76.64326389313891,430.86703978686427,5GHz,1
-93.18133802345373,448.95899157817945,2.4GHz,1
-81.28757295894982,478.5508365673154,2.4GHz,1
-44.44504301143801,440.9859864302628,2.4GHz,0
-70.86389271622555,294.2213420960682,2.4GHz,1
-58.26052176708521,227.85674362568943,5GHz,1
-62.31331196528115,389.67642480170855,5GHz,1
-12.409507500010548,372.51260083914224,5GHz,0
-9.47010009894845,273.6902807399126,2.4GHz,0
-50.704302834413994,52.790412553649865,5GHz,0
-66.98440496843956,463.7798599255902,2.4GHz,1
-89.31992959976364,233.24524337581445,2.4GHz,1
-4.659712061790501,188.03355313896952,2.4GHz,0
-93.97730550997025,318.4880236326981,2.4GHz,1
-70.23497224317195,340.1806009718187,2.4GHz,1
-70.19337988299958,113.2370793448477,5GHz,0
-67.95987138597852,420.1000339568785,5GHz,1
-83.57131567275907,152.06917589456515,2.4GHz,0
-21.683856907630286,101.47512369801518,2.4GHz,0
-87.75021380340108,209.13592789870373,5GHz,1
-36.50933408468372,367.974439639758,2.4GHz,0
-87.61539732941826,483.0745074355037,5GHz,1
-92.94643624070434,406.5478195420023,2.4GHz,1
-9.057049631412355,470.77070505839396,5GHz,0
-80.98712336812943,78.89684399749812,2.4GHz,0
-17.874984544029573,44.876631443201624,5GHz,0
-45.53691288928642,283.27533333426885,2.4GHz,0
-92.21434803912304,152.24576669157685,2.4GHz,0
-4.455180856193252,415.7469367549437,2.4GHz,0
-75.30388330081075,339.2740569871398,2.4GHz,1
-14.035465464739346,485.6568003530393,2.4GHz,0
-83.11899942154358,134.84825430833905,5GHz,0
-14.60571178581472,248.03421603406386,2.4GHz,0
-98.6771187094706,255.6078339384231,2.4GHz,1
-48.821954343051935,127.19662948011434,2.4GHz,0
-23.055742057844313,299.1457657491238,2.4GHz,0
-6.520448250721671,227.21013317882736,5GHz,0
-9.07978637935129,228.89356243503806,5GHz,0
-18.037513045235514,187.74095750651696,5GHz,0
-11.180865033869594,18.295382688512177,2.4GHz,0
-80.07803141629235,265.8266660882466,2.4GHz,1
-71.58157042882712,174.27143949316226,2.4GHz,0
-71.10314750789415,10.64673580232154,2.4GHz,0
-62.29460689983012,160.8924167543467,2.4GHz,0
-60.66793296148113,146.5278832139809,5GHz,0
-45.54446753453245,202.78959507958155,5GHz,0
-84.01202366335586,74.60747492526451,5GHz,0
-30.87533362140107,258.7650740711914,2.4GHz,0
-83.24334606954935,349.29577273388367,5GHz,1
-68.96915178954525,318.7909288367405,5GHz,1
-49.66548693938459,403.8399243089034,2.4GHz,0
-20.35594384765227,231.48406111366975,5GHz,0
-26.053076676127276,264.35494786646683,2.4GHz,0
-35.44656435894777,407.0969510209018,2.4GHz,0
-84.42267394198298,219.57357370142688,2.4GHz,1
-45.29546543844223,353.7836814508025,2.4GHz,0
-91.25534982001146,222.955160671816,2.4GHz,1
-62.26368232033492,214.6907353106657,5GHz,1
-58.64834697100408,382.50075601928853,2.4GHz,1
-96.01885605542462,95.67008857844347,2.4GHz,0
-72.60119005300282,175.90712625137107,5GHz,0
-4.435053273351059,119.84441560598187,2.4GHz,0
-4.6367392170310495,185.9638720541226,2.4GHz,0
-64.76729457474607,122.88366295935177,5GHz,0
-95.6899891051676,293.9087592324608,5GHz,1
-82.09050606718185,401.1036932827442,2.4GHz,1
-60.778220656645985,395.44039999677193,5GHz,1
-5.222030203077026,188.6054726289083,2.4GHz,0
-85.88009364628151,494.49259888818824,5GHz,1
-23.64841563317877,300.9886387058424,5GHz,0
-89.1317460625308,205.70614787136444,2.4GHz,1
-1.8742422608723217,419.4142468282985,2.4GHz,0
-61.838350089086504,367.638266194894,2.4GHz,1
-22.476546110094404,377.1449150438112,5GHz,0
-65.74089171888681,106.10828136959708,5GHz,0
-37.23311228411913,239.478910610592,5GHz,0
-80.79839152599632,432.2957841040554,2.4GHz,1
-85.39789807030374,256.9786237380911,5GHz,1
-6.193586043186869,344.89184427631466,2.4GHz,0
-8.235272209556655,298.08752918678965,2.4GHz,0
-11.253105978711758,422.7548259820072,5GHz,0
-37.456654983340655,149.43481148318529,5GHz,0
-19.17317887837217,291.9828861643188,5GHz,0
-93.09630630886251,70.38498732480394,5GHz,0
-66.52109581093208,348.20328058273924,5GHz,1
-68.62968752428438,368.66424079282893,2.4GHz,1
-36.43546780473868,30.99028738260922,5GHz,0
-64.40422265293594,341.1375721777127,2.4GHz,1
-85.14932183563192,213.19817554123532,5GHz,1
-40.353292458645626,70.80746929374435,5GHz,0
-18.56160793309185,215.75469837224912,2.4GHz,0
-61.78765055400268,105.17413555083503,5GHz,0
-86.77312849015183,213.62417074042511,5GHz,1
-80.3311802687177,198.32612369967856,2.4GHz,0
-76.2516694830616,371.81190209866816,2.4GHz,1
-70.01024070054638,389.3656235015158,5GHz,1
-35.72049294936909,307.44404064842786,5GHz,0
-39.9054515462281,21.116552669399297,5GHz,0
-30.392013843296084,466.20091674478704,2.4GHz,0
-63.74980154684869,346.25430724725936,5GHz,1
-17.60023481200217,26.75577046138253,5GHz,0
-79.59123388442397,411.2281206149177,5GHz,1
-53.09592524818461,108.13041581181811,2.4GHz,0
-19.90612784585697,293.8183828898423,5GHz,0
-81.98413522673808,238.6508412755917,2.4GHz,1
-89.0136886259217,215.72100335398756,2.4GHz,1
-11.631603231201026,445.9597228609548,2.4GHz,0
-65.70703372408042,224.3070328656812,2.4GHz,1
-31.612987509096797,46.91861761084386,2.4GHz,0
-97.46513957360615,473.8529763353268,5GHz,1
-30.995311159055035,461.0622633074175,2.4GHz,0
-68.38986884530294,345.3720178949834,5GHz,1
-94.42591464125583,239.26733878469224,5GHz,1
-39.0187238451883,55.501141742325416,2.4GHz,0
-75.91961839268268,397.46657810296335,2.4GHz,1
-61.319275794812,46.98417806777419,2.4GHz,0
-91.94191877134864,43.61448259862137,2.4GHz,0
-85.28367489050547,273.31808279529037,5GHz,1
-70.20227645041562,88.4628376904737,5GHz,0
-91.02404994398428,13.787830996771003,2.4GHz,0
-8.917373531368483,217.32558118793526,2.4GHz,0
-99.39529568160216,77.23644348893231,5GHz,0
-51.61397811356886,88.65255348753871,5GHz,0
-87.67525418674485,47.68621298031398,2.4GHz,0
-69.23209105220515,110.49593932456887,5GHz,0
-7.394044018173446,360.5872480894508,5GHz,0
-83.83054467260132,406.37438053671775,5GHz,1
-3.416768028166743,231.7414855743573,2.4GHz,0
-79.42056230105783,258.21136978189463,2.4GHz,1
-25.843389153317048,26.000966951159274,5GHz,0
-45.33227351026883,43.96496807194526,2.4GHz,0
-11.552127240324083,136.20818556826327,5GHz,0
-44.600674449686906,276.5102261494423,5GHz,0
-46.54407808436913,372.38006288014657,2.4GHz,0
-80.45419996316001,306.4515000556362,2.4GHz,1
-83.37706379483413,202.14264894352624,5GHz,1
-8.351084888448582,67.9787957715377,2.4GHz,0
-67.21618011499659,392.5788850947228,2.4GHz,1
-62.79177450371041,188.25516528353796,2.4GHz,0
-24.017634157161154,370.6664670965669,2.4GHz,0
-66.11765175771927,261.35963253802754,5GHz,1
-4.793755336099721,371.9444062452944,5GHz,0
-26.207223100119975,454.57188511176025,2.4GHz,0
-40.257075742658,461.304462866363,5GHz,0
-11.910483945524746,272.20232220029567,2.4GHz,0
-95.03940916505172,260.639098735163,2.4GHz,1
-74.29373078107912,140.18244809639026,2.4GHz,0
-53.49636657790901,468.54191744935275,5GHz,1
-77.3021460528479,234.38039192781423,5GHz,1
-25.60948126978481,72.5197072508148,5GHz,0
-8.079196894627486,222.02540816700946,2.4GHz,0
-57.62298800690766,72.25609261662194,5GHz,0
-65.7867399888105,256.2405252859668,5GHz,1
-3.844926786243377,285.02500227954397,2.4GHz,0
-55.514756717245916,175.50032313185682,2.4GHz,0
-51.09515995507168,45.108800973427485,2.4GHz,0
-64.83501276580947,472.31673246028714,2.4GHz,1
-9.045152698786168,388.9430256068805,5GHz,0
-43.10445167181493,421.0517294475093,5GHz,0
-23.782541281835535,189.7655132002524,2.4GHz,0
-18.81932816491137,382.80720470953077,2.4GHz,0
-65.81509580827418,247.83271863290517,2.4GHz,1
-56.630566867961996,108.53090931896251,2.4GHz,0
-15.152822559373533,70.96745468453452,5GHz,0
-63.67446483241898,179.07492596780787,2.4GHz,0
-20.606486654814873,77.40053462281844,2.4GHz,0
-5.900767742556283,499.1517983399936,5GHz,0
-37.6789626931993,34.10260521369081,2.4GHz,0
-25.837271254811114,226.1603636908475,2.4GHz,0
-19.490268795886507,231.52582597128824,2.4GHz,0
-15.496035110335754,157.30964500502103,2.4GHz,0
-60.494666214320404,289.9622671964032,2.4GHz,1
-94.87365408240018,83.4887418342569,5GHz,0
-59.812372876326044,394.1170664877445,5GHz,1
-32.624377021591016,172.89938194134277,5GHz,0
-54.96496142192072,299.7578690013344,5GHz,1
-25.10368491396015,360.6632256728101,2.4GHz,0
-64.30175705313361,445.63063766817896,2.4GHz,1
-36.525585889597046,419.53584386157803,2.4GHz,0
-81.35801951460255,308.0714237707442,2.4GHz,1
-25.063056335504314,200.31265838810458,2.4GHz,0
-45.43040311869741,256.57028833673235,2.4GHz,0
-79.59356114533995,386.68004875561326,5GHz,1
-70.80888265021927,439.9973158541418,2.4GHz,1
-25.139129141816767,60.85314480656921,2.4GHz,0
-51.73987643384793,198.57956862159622,5GHz,0
-78.39685596069278,390.2971332226153,5GHz,1
-3.272880962970234,221.5093636710409,2.4GHz,0
-28.487498018311214,172.7916043924791,5GHz,0
-4.286516746020382,211.5481214434021,5GHz,0
-57.28949546396568,305.3939259253119,2.4GHz,1
-52.48996593082795,499.9045206255627,2.4GHz,1
-10.204478381498078,251.5662902612206,5GHz,0
-47.495065975461536,112.16229272758767,5GHz,0
-29.272108809433277,89.79482188675642,5GHz,0
-74.782712250447,30.751376263443003,5GHz,0
-55.32735312973595,283.8204451099775,5GHz,1
-87.65501341896449,276.84032482952875,5GHz,1
-79.40199641230383,110.56462412235149,2.4GHz,0
-99.9056584732369,350.71140916175784,2.4GHz,1
-96.07349483513397,373.1424503985436,5GHz,1
-2.271617682307067,136.95812063723452,5GHz,0
-75.76463048632377,178.6088843745709,2.4GHz,0
-33.66892904959981,495.33111945015577,5GHz,0
-16.090030120038847,193.38958924685974,2.4GHz,0
-44.933954076343575,382.7928191604899,5GHz,0
-84.68554999160438,231.8354590486706,5GHz,1
-27.188356266383366,398.73896565187823,5GHz,0
-39.974858990041696,386.8213870034975,5GHz,0
-26.87494106526249,337.20045234728246,2.4GHz,0
-23.025337714291283,428.8413896848338,2.4GHz,0
-2.4589632315254875,470.21706249006576,2.4GHz,0
-42.643671997329,294.19182702152114,2.4GHz,0
-65.83588873093981,126.3597645391454,5GHz,0
-35.1535443099763,205.32819120559677,2.4GHz,0
-93.15592907573739,381.5697996215137,2.4GHz,1
-10.260268167841375,328.93290771069604,2.4GHz,0
-88.06189886618031,97.12118589697188,5GHz,0
-67.21571621141817,35.10737516174811,5GHz,0
-18.425461937387908,344.6511808356118,5GHz,0
-40.268762166928816,133.02872177437922,5GHz,0
-60.636447972255795,254.83841942723618,5GHz,1
-52.65643406249786,375.9059185311712,2.4GHz,1
-14.545260679781961,285.70672252160324,2.4GHz,0
-65.99956139401078,50.81826572478023,2.4GHz,0
-13.035031518782873,100.93431602394215,2.4GHz,0
-91.18655690233085,117.47081017515038,5GHz,0
-22.320156279136924,136.353484285974,2.4GHz,0
-15.245236694526369,287.0476620557471,5GHz,0
-81.81823471626612,256.9432321144428,5GHz,1
-56.96534676277996,109.54841879846238,2.4GHz,0
-83.45002253363444,43.101873293286666,2.4GHz,0
-29.33958710057823,94.00178019261186,2.4GHz,0
-46.465223193834326,492.3468431831156,2.4GHz,0
-36.4676653291679,239.5880053978214,2.4GHz,0
-80.35130330437889,434.9992973040351,5GHz,1
-78.82541379475805,425.8887086677332,2.4GHz,1
-95.85026744900937,260.64458315680815,5GHz,1
-67.79324648042703,356.2769771456663,5GHz,1
-44.02553386663251,104.44848510222901,2.4GHz,0
-14.206508600267114,347.31438541418504,5GHz,0
-33.30725525413193,143.46844383901185,5GHz,0
-56.46036766002486,417.71042740953385,5GHz,1
-4.68798856058622,51.02482522336586,5GHz,0
-28.07547994241682,388.837949713786,5GHz,0
-6.983479713744998,58.96908421862357,2.4GHz,0
-47.24120267278343,441.7827260782114,2.4GHz,0
-74.10957252068604,159.06021388615181,2.4GHz,0
-94.7173313635278,330.65274876698163,5GHz,1
-27.391514851614957,248.87611652393713,5GHz,0
-87.86970019944658,189.48854117854611,2.4GHz,0
-69.72248717280328,326.26649825991325,5GHz,1
-46.75290921161026,474.2862604701066,5GHz,0
-43.558341222025234,30.22217621356471,5GHz,0
-39.9416803012864,460.2378993827211,5GHz,0
-83.37446696502994,308.45001096029665,5GHz,1
